review_id,user_id,business_id,review_count_user,text,average_stars_user,yelping_days,useful,funny,cool,fans,Cluster
cm5LY5dRrCotmh5lCjIvEQ,ONDeCBk6FWXcr7iohegn-w,07NBn37_9HB63c-JdIbR8w,4,My family member has been living   here  almost two years they are raising their  rent again. They never  fix anything you  need  fixed they just  don't care. They  want you to pay almost 500 a month for a small studio the prices now are to high. The new management are something else  very rude not helpful or nice in any way,2.5,3740,7,0,1,0,1
sSI77cKqw5cpQA7lL7Zyfg,js9cZCIkpqjhqD7mt75eJw,zSMJRrEwWPq9y7QkaA7R5Q,26,"The service here really needs work. I've been three times through the drive thru and before I even pull up they say ""Welcome to Wendys, Whats up""...... really whats up? be a little more professional. 

Food is average wendys food, you cant really screw it up... unless you forget the cheese on my meal...which has happened",3.88,3730,9,1,3,0,1
x8jX1ffVg5VNrFQFsRnDTA,TTo6livIZbQdsJ6NkiVwdA,ZyNVYgJ-SB5TLva5HydmGA,8,"Pretty decent menu, with a few non-traditional items. Never has  been a disappointed",4.25,5853,14,3,5,3,1
KkjbU5ECWMnMWeLA3RNMnw,Xlb-Hxrvkfyadnkmk5hrgw,c40dCuHgq10g5GhiKXqvoA,467,The unlimited wash is a great deal!  My car is always clean thanks to Mike's Express!,4.14,6548,840,246,427,23,1
ifZbECT6LUFxCYV2Bpi2Rg,dwQrajhbN2U16Z9Ld60ctQ,cCi63HyU5XtjCaCVw0qJCw,82,Horrible food but good beer lots of improvement needed. Don't waste your money on the food .,3.13,3785,36,17,9,1,1
Ywty7Nw8ihbDAP21ebMbWg,ZIOiAYC02DHbcaTA_uFTnw,NHz8uMabvQ2nXk6CddCK4w,8,I've never had burnt food here I always get great service and they never seem too busy love this micky d's,5.0,3923,5,0,0,0,0
CCQ8-qwpsA5mzKFTGj1-YA,HyDVeS_l_GX5djQfIfyaCw,8Nbo-W77QpuVmWJDs69q0Q,41,"Lions Choice is back in Illinois!  And my first visit today (at the old Tim Hortons location) was worthy!  Awesome, tender roast beef, wonderful fries, and a dipped cone. What could be better!?   Welcome back ... feel the ROAR!  Oh ... and it's got the coolest dining room AND IT SERVES BREAKFAST!!!",4.33,5070,12,3,6,0,1
geSqxHCwtKlsTjVGUMrPzw,piyD1gLgfsGDub4LuBLT4g,Ew-P8kbXjSv1GQ3rKFe6bw,3,Amazing salon with amazing stylist!!  Caitlyn has worked so hard to make her dream a reality!! They also carry amazing products!!,5.0,3470,2,0,0,0,0
crgAsnccUGYtmguLriQreQ,MRXOCOiEZ1lkeTpcEsC7IA,mfTE6x39X0vjNhy8mBwp0A,1,I am addicted to coffee. This dunkin donuts has the best coffee by far. Every employee is attentive and friendly. Nothing but nice things to say over here,5.0,3273,0,0,0,1,0
Zaje4UjxGvi3E78c9laXOw,tqn3OZcPk2HjCvpUxaleEA,q0DCUpWf7Q4KI7_s7MUTqA,12,"Absolutely horrendous. If I could give 0 stars, I would. 
1. Didn't receive the correct order. 
2. Didn't receive my drink. When I asked for it, the employee gave me an attitude, took 5 minutes to give it to me & gave it to me without ice & even more attitude. 
3. No napkins 
4. No straws 
5. No receipt

Won't be returning.",4.38,3842,2,0,0,0,0
dBi396e7_k4gOeGRyD2R1A,yDHo3u0sUX4dGkIWAjdNeg,fFj8iQ8eVZui5kcPzPVIJw,31,This store is awesome! Great staff! Managers are very nice and professional and know how customer service works. There had been a few bad apples working there but for the most part this store is great! The coffee has a way better taste than the competitor and the donuts are amazing! The rewards program is better than Starbucks too.,3.03,4440,68,9,1,0,0
Krlm_aVrGGpQ_UqXj1algA,0yDJnbmZOR-3OkpG1rTmDQ,J_9TG5GWHLCFGkoS0a9Wmw,84,Price has gone up to 24 dollars oil changes. More pressure to fix things that are not broken.,3.0,4614,58,34,5,1,1
lPIM6zoUJc6PY2QQ4yvxDA,PTX3ps_kEII6VnHPXz2qAg,ApMAC2k1QMoqdsQXQPUGIg,412,"Ok, so as far as getting the basics done for your standard dry cleaning (dress pants, dresses, shirts) this place rocks! Can't beat the price, and your items get in & out pretty quickly. Drop by 9am, pick up after 5. Plus, they're open from 7a to 7p, Monday- Saturday.",4.14,5060,1273,352,693,102,1
TBtvWeMYqisouUSoE5-wRA,zTWAP1aQ9o8_N6U44FJ5dQ,YBq6blbEs3Vc43x-G0mC8w,6,"Great food, great service and family friendly!  The back patio is one of the best outdoor dining places in the area.  I highly recommend for any occasion.",2.14,4447,11,4,3,0,0
jMUjEVjkQZZ_LZIhiswehA,Gvj_JNxs5kfi2GbcrHZK2A,WrgdQF8kzvONbZctSPlF4A,2,"You can cheat westerners, but by no means it is good japanese food! Really lack 'skill-man-ship'(匠人心).",1.0,3607,0,1,0,0,0
fU-toKcL3m5UJ56DpZDDgQ,SvCsbNKtNsOpchrF93qxBg,h-RYW4x0k3ItLd76bJIyGw,1,The worst gym in Tampa by far. The staff is extremely unpleasant. Do yourself a favor and look elsewhere.,1.0,3859,4,0,1,0,0
f9oz5v080RUHe31Tw5raIA,3pLsh0WN-U4Se09VXdWjYQ,HviAzkMvhZbyT8dUH9BkLQ,1,"Best sushi!! My favorite is the French kiss, the lemon really brings together the roll.",5.0,1332,0,0,0,0,0
y_VZdfZ5xAEM6qUHfhc8Cg,Ua7NBy4hCn9xWYlTXq44_Q,rKGZ52AboX7F9tdrugm4Cw,10,kind of pricey for what you get.  It was alright but nothing to write home about.,4.2,5368,7,1,1,0,1
ZpjCRt5lFM3Xeep2jXXWkg,3InUIYlepCokdqGPG4kJbQ,KQ3nXee8hW4GCUEhr0EeOQ,3,I ordered at the drive through and the service was good & I asked to use the rest room. She warmly said yes that's fine. When I entered I was startled by a rude male employee walking towards me yelling that they're dinning area was closed. I felt like I committed a crime & not that I supported the establishment.,1.67,3360,0,0,0,0,1
JyxVQLrukNNNxgguPuy2Jw,bUxygdAfQzu_j56PTgo_ig,5SnaNLKnPrD8caGsZbKcRg,17,Hmm...Well...it is what it is.  Seems a little dirty and all. I go for the selection of Asian beer mostly. What is it about that smell?,3.67,2802,4,2,0,0,1
PzuiHP1TMvBP57rzFvGJQQ,yx2WqokV-srg1VxvPJ109g,NDatdofFQMlg7T9p8kCZxQ,370,"It's a Subway, so why am I giving four stars? Well, they managed to get through a line four deep, where multiple people ordered multiple sandwiches, in a timely fashion while remaining friendly and helpful. Plus, the place was busy but still clean. This place seems to run well and I very much respect that. Good job, guys!",4.11,4764,559,93,305,21,1
DDtXFjvFXls5FTZsja8twA,2vA_1OvyppO0t3JI51CuZA,bGNABYuFGUmf4TSlw2BDLw,64,"This place is awful. They totally ripped my wife off. The claimed they diagnosed her vehicle, but then said they couldn't figure out what was going on. Still charged her. For doing nothing. And then tried to get her so spend an additional $800 for 'shocks etc'.

Avoid at all costs.",3.12,5781,104,72,24,2,1
_ccShYDhYl_c5r3Q8mPzQA,nnY8qFCrSnfIFs3IWPZB1A,4dbq6fRpsbsA1F7iAeAF6w,11,"Overpriced, Rude! Don't go if your car isn't washed often... the manager is a bully.",3.58,5066,12,0,4,1,1
6MXyT8iMKwHlx1xpJyoZtw,-P2xpCe4rIutH580W-zGmg,Bda92vtAuK-FcXAw_D0Pxw,2,This place has the best selection of sushi. The staff is friendly and very helpful in gettong the right items for you.,5.0,2838,0,0,0,0,0
2T5IThDHpa840M8Q-pEWOg,qNoS0duaocT9nF00MS320A,cE_gYW3CHEducTkEyxTDdA,1,SAMANTHA WAS AN AWESOME SERVER !!!! Great service and great food! Really good suggestions made by the server,5.0,2975,0,0,0,0,0
eVnjTKTbhbjKjkeGR5EqMA,vi6XhIthVQzv2_zB4E3QYw,b2Za53CjptGyf9K0fFnrAg,24,"I LOVE PETRINIS! Their seafood pasta is to die for. That's my first pick on the menu and am slowly trying other dishes. I have yet to be disappointed, everything is straight fire. Pork chops, bruschetta risotto, garlic bread, seafood pasta... can't go wrong. Happy to have been introduced to this restaurant.",4.71,4035,9,1,3,1,1
-dqxi-xEB_n0pRAxiideDw,Kd0qTnsaoze3wV_o42o7UA,YWDbZ8lPZDwZfSjcgJifeQ,1,"My friend and I were here for the weekend. Right out of the gate Champ helped us when it came to getting out begs to our room and was super nice. We stayed here last year but Champ made things a little easier and a lot better. Due to the fact he was easy to talk, great personally and out going.",5.0,5347,0,0,0,0,0
8K7FxYTo-pHGdzHxOKVVaA,mbDmR-HBmn310hfijtVHVA,6xrDP4-S2mky3wOprv686A,490,It's better to wait for your flight here than at the gate.,3.57,4710,1284,466,759,26,1
auDDPrK5BO2_j_P1ck5vyA,w3xA1Hnj5WhGQYljV2iYlg,m_widM83xiIlmZMzRXNZ1g,6,"Worst apartment complex ever. The front office staff has no idea what they are doing. The place has emptied out over the last couple months and we are counting down the days to get out of here. Staff cannot answer questions, and they are not friendly. zero customer service skills. Save yourself the headache.",3.67,4600,3,1,1,2,1
zYwvBeYk-9L9hOSschR93w,f_U2t59oZ5I-qBm9jCpgfQ,T6HVr4su70-JEo0XDDV9dQ,1,"Slow incompetent staff, I almost had to plan my funeral waiting so long. If I could give this store a 0 I would.",1.0,1377,0,0,0,0,1
w6U2ZTVBJnnGrhZwSFX_1Q,08lIcvMvD6Ba5JRm7PRqFA,L5GAWGH1w3HN45MMnaTBjw,9,"I don't think you can go wrong here. It is an extraordinary dining experience, with culinary surprises around every corner and impeccable service on top of it. 

Dessert and drinks don't disappoint, either. Fabulous Pimm's Cup - crisp & refreshing. 

I'll be back and tell everyone I know how excellent this place is.",4.6,5545,0,0,1,0,0
clzc_gzNTisa4Fn_Ax6yDw,tL6ghLxdyafbxIUk6-FCeA,MsoxOjlWxsBlGYE8tPdZeg,2,Awesome service. John and andy are great! Very fast and friendly. I do recommend setting up an appointment in advance,5.0,3049,0,0,0,0,1
VERYOjz6mXIYzeYeKL2rtg,4mRgMVlkIt2ZAscBIrY_nw,2-5VDzx9G7KlF8-nUngphg,1,The best food in town and the best service. I love the hot shrimp and the chuy's special is very good,5.0,4588,0,0,0,0,0
inCvqfVbNRr8VGERw9olsw,7ia_tLAcW6VfbuQiSkp1Rg,3C9axdWUXO3ePGsXEvb6SA,3,I have an appointment there Wednesday afternoon and it was wonderful. The doctor was very nice and actually talked to me about my eyes. When I was having a difficult choice picking out glasses the lady helped me out. They are all so nice there and make you feel welcomed. If you live in the area I would get your eye care here.,4.67,4699,1,0,1,0,0
AHr1JBl8fuQH2BSsXZOyKQ,TL-wgAhbdROaC4b-DA8-7Q,n5i09tgSuzv9ZeIN9Qe5oQ,17,"Fantastic atmosphere, cuisine, and service!!  I highly recommend this restaurant if you are looking for an experience.",4.82,4588,11,4,6,1,1
bHKHHj5FpICugwvI-S4Crg,dLZQ5qnj_nLRsLVHIA1TDA,xpJJMI7esx-HJaeWGOYSqQ,15,"I really like Holly - she does a good job and gives me honest feedback about my hair ideas  without being pushy or rude, which I personally appreciate. She also does a good job of balancing being professional and being fun to talk to. I've never had a bad experience here, it's the first salon in NOLA that I've really ""stuck"" to.",3.21,4420,1,0,0,0,1
g_fW7SDEhwz-aQDLz_S5pw,PvIRfPGrEZU3sCZRdutSvg,FVxo6PKyPgy5C9iOY_s9eQ,2,"Perfect Cuts offers great service and prices to accommodate a budget, without sacrificing a high style ethic. 
The receptionist is pleasant and helpful. (She even offered me the use of her iPad to find the haircut I wanted)
May is exceptionally talented and so nice.",5.0,4395,1,0,1,0,1
6IUysZjuniK8ByLjwZai-g,mm6E4FbCMwJmb7kPDZ5v2Q,SaLWfZgtvgwvqI9dHhHW5g,326,"if you like cheap pizza. this is for you. You don't feel good after you eat it.
NOT a quality pie. 
(you are what you eat.)",3.96,4891,288,93,115,5,1
I4ldYg7b8pJ5Xr7YNBLPng,5ZlE_B9eXnjFPfiJg7WkDw,hmzx6ymJcM_kErCHCGhxxg,3,I like burger king but this place  need professionals manager they make the baddestsssss burger o god help us this place going good in the future,2.0,3480,0,1,0,0,1
86fB4epwX8LjaBB2kbIO5Q,PpVBswcnxuuKuTf2NciDvg,yM8LlTInbQH4FwWC97lz6w,2,I believe the staff is stealing money. I was told cash only.  When asked why the cashier said because it was after 8pm. I've been eating McDonald's all my life and never heard of any rules like that. I was left with no choice but to leave bc I only had debit.,1.0,2175,2,0,0,0,0
nBpqyUobeJbRdt7RyVSxUA,WsYe8HL_bRl_adF8y2GFUg,PAWL8ArUL-I6F-iLtEp1eQ,4,"Pizza and garlic knots are very good, but as much as the family running the place is nice, they really need to work on their other menu offerings. Had the lasagne and hubby the spaghetti and meatballs with a salad. They were bland and it was the thinnest, most lackluster lasagna I've ever had.",4.5,3491,6,0,0,0,1
0trqtSv6GYq6_dsixSrxRA,L8hLjEg0uKQevma372IWZw,BofOfGYcGHx53P-m1VrC0w,39,"Great frozen yogurt! Only outdoor seating. Little parking, driving thru.",3.78,5380,8,2,5,0,1
Yr-Qr_AW5Ey16X7lpn4r1w,UviyugVT4b_K9Z-OAeueHA,e-4XTNeu31kowN1HRbJ_Gw,1,"I came here with my fiancee a few weeks ago. We ordered the sushi for two, and it was the best that either of us have ever had. I definitely recommend it.",5.0,3933,0,0,0,0,0
EgCuHwVTJCjYTfOqg1GVtw,K4LvU_xlGM-TkdxVS8D5Dg,K5glQlcc6BqWy_Cjf2FpHg,8,"Love this place! Wonderfully relaxing atmosphere with a free glass of wine, BYOB and excellent staff!",2.5,3786,5,6,4,2,0
IhWq602jJGzu_FXr_QwqGg,swneh3dNCEP3Zfv2MNqVQA,mttJz2gl8hrttb2Ej4h6hg,6,I am from NYC. And believe me this is as good as any place on the upper east side in NYC. Big fat egg rolls fried to perfection. Fried dumplings awesome. Delicious moo shoo pork!! And house special fried rice prepared to perfection. Do not listen to any other review. The only place better is Chinatown.,3.67,4893,5,0,0,0,0
gyH-m3RuXGEzAFCuzDczpA,7aecJhTzpwBVZGJB1h3pVg,AkNuIbco7mdsuOWLPyZXCg,1,The food is always so good and the customer service is exceptional! I always get in and out super fast!,5.0,3525,0,0,0,0,0
Typ8irfjfUQxfL0GA70SVg,MR2FdLd7zQiea6FawXFbCw,Q7g4-82HBQVlC9u1xqKrCQ,6,"Teresa is not only an expert stylist, she makes your time there fun!",5.0,5140,11,0,3,0,1
k9IDJnbzgqV5NLgQzshwYA,dSBLFg_u6Ug0_LpGTHyCGQ,TCHh4RIrvp7h2BucXt1kvA,2,"Delicious pizzas, especially loved the Kennett Square. They also have lots of options to make your own pie. Great service too!",4.5,3529,1,0,0,0,1
ULl5fH-kn-TQiOQClk3V9Q,1XsABOVNhBpebwYc9vIexw,ojRanVZlwLDmxuvDJ1CGYA,8,This shop has a cool vibe with exceptional barbers. Miguel got mad skillz. If you in the area check out KleenKut Barbershop.,3.88,4098,10,0,0,0,1
cbFyeixwoFQbbap6-n0uBg,PJOiYeuKGfRCc1XQKZOyzg,7h-gAKxe_KqA5EDGCT4C2A,6,Not a great experience.  Our room was extremely hot and the bathroom was very outdated.  We used points for our stay and would not stay there again.,3.67,3850,0,0,1,0,1
8D1DXaBvhKJhgKDr1A_VJQ,Q4_GklBdHkKaFnRulFxmLw,5SnaNLKnPrD8caGsZbKcRg,102,"The smell was too overwhelming and the organization of the store made it very confusing to find certain items. It has a selection of items but I think Kimpo has a better assortment, and they're about the same size. I don't think I'd be returning to this store; I would recommend driving to Kimpo or Lee Lees.",4.06,3545,159,27,72,11,1
OGV8GaN_YOwPURwpr2H2WA,sOtAQG61kjeLk_jVOBHsaA,EH91a4X5ZM5Dw3_T9CHZ4g,9,This is the place to go. These guys are trustworthy and know whats going on.,1.89,2702,7,3,1,0,0
vSSXmCVnT__KWq3hh10CAw,gIFLlFCjhQz3BUBZC_F0Cg,f7bXl1Vv60bkuNG4ZtyF2w,9,"bbbm pl m mm m m m mlmmmml ml mom lmlmlml ml m Lola "".oihghuhhhiiihuhuyuyua. L        M popular within",3.33,5173,7,1,2,0,0
vAxgJWIYwk9xVdn8NvZzDQ,pZSwYwBufpPtsz058NUNAA,JSl_6Ck_0FBHso2E4s0UzA,1,I just moved to Jersey and I need a place to trim my beard. This will be my go to place. The girl did an amazing job.,4.0,3005,1,0,1,0,1
2w9ZVFAAoxcfaoZvdCT4UQ,HC0Jj56BE5EMuEzLflAZeg,8NSzJSdgt1IMkTdA2Cf65g,28,"Really stylish, comfortable, clean hotel at New Orleans, French Quarter. Located close to everything. Highly recommend.",3.57,5051,87,20,19,7,1
F6eUomLhwDQ01YKpSBxwbQ,GDPvYs7o8LRh7LMH3wM9mw,c2CvYlRRcA17h-UVyBFd8w,1,"This is the thrid time I have made a review and some how they are
removed.  Im sure this isn't the owner removing it. So if people can
 remove reviews, is this (real People.Real Reviews) I think I will use
the A list for now. And get the real deal. Don't take my word for it look
up Red's. on A-list See who are the Pro's",5.0,5450,0,0,0,0,0
fZSmNOCG6kGFma_DLlSKHw,LL3JkXoifKu6c7c_wwTVcA,nkkvK6eJEEfkjz5iY5R8Sw,31,"Went on looking for New Year's champagne.  We were assisted very capably when the selection we wanted was not on the shelf. The manager went back into the store room and found the remaining case and brought it out for us.  We also saved $30, which was an added bonus",4.35,4126,23,15,30,0,1
Cf66gebax_1KcNp9fNFTcw,WHcmXkGCp2xGOs-mLDjG7g,ipaHtb0jzsnzuxkjQxvxgQ,3,"Ordered a small plain pizza from the slice app for a decent price. First bite, was like eating mozzarella stick. The pizza was loaded with too much cheese",1.67,4458,3,1,0,0,0
66tRZyv6mw8oKWORNEfkpA,3uf5IWDEIjtjalESD2dAhg,4lm1dUvP7GPgyJqUlLxcYg,44,"This little gem is tucked back in a plaza, easy to miss but I'm here to tell you. You don't want to miss this place!! 
The queso birria tacos are absolutely incredible!!! Please do yourself a favor and stop and grab some!!! I mean look at how they packaged it, with some tlc. I'll be back monthly.",4.04,2904,71,4,23,6,1
rIryzi42BLFpDV8wmh6vYA,JxnvS56wjAFccv0WI46OSA,Q4zdrVjYgSAERDNinDL4pQ,1,I called China Wok because I wanted to order some food. The Chinese lady was very rude.  The food was overpriced and was very bland. I asked for some extra soy sauce and the Chinese lady gave me 1 extra little soy sauce packets. UNBELIEVABLE. I won't go back,1.0,3018,0,0,0,0,0
7U2maBU3WO3zMhxEvHBcbA,OaE_sDuA-_BgMUEosfKb5w,IMLngTfC_a7wLEIr3QklPQ,5,An awesome pizzeria. Food is very good. The fries are EXCELLENT. Maybe the best I've ever had.,3.8,3028,1,1,0,0,1
gFPrsz0h3ui7m2m-QWzmBQ,d15VusBE8DNYtGPmUGPI_Q,nDUL9nM3i6UAg1AGNhMpbQ,5,We loved the food. The staff is very attentive and  accommodating.  We liked it so much that we came back a second time.,3.33,4216,2,0,3,0,1
3_8M-AYAbU5-O51geIBYYA,PccjyLLmrBoc2ZNI2pVU4g,SS3YLZ62t53knXu217Q0hA,33,"The food here is awesome!!!!!! They have a new roll called big easy roll, which was deep fried but it was so good! We also got their po boy and Lsu roll. Our 2nd time here and we loved it. Family friendly restaurant, which was perfect for our little family! The food came out super fast. Glad to have this in the parish!",1.97,3761,29,8,2,0,0
5CNxXs-QgKWP1Y0QgJAdiQ,sL-StFEAEph1g7ZfkVY0FQ,YUSbJUwcQrfD_M9W2_DD8Q,3,"omg omg 
the food!
the fresh matzo
the pasta
the grilled chicken
the moscato
simply died and gone to foodie nirvana",5.0,3947,2,0,2,0,0
vgpdL-ch5sf5BD6-jxUVmg,pfX_TBW2wDtAjjt3dR9ORQ,lnwjN23RJA1kjoOX0NNKxw,1,"The young man ariah is a great worker!! I go there almost every Friday and he's the nicest. Great food, great place:)",5.0,2261,0,0,0,0,1
jp43S5otCaYFMze6MnHwNw,L1encODG0SvnU3YfGfhbEg,h6IzeUVASeDtvKhd2PEsKA,36,"I went there a couple times with my friend who lives in NOLA.  They are inexpensive and have a very big variety for what I expected.  There were always enough checkout lanes open, and we were usually checked out quickly.  The staff isn't overly friendly, but they are efficient.",4.05,5125,126,7,16,3,1
V96PQJbBz_NtJ9s83wsNpA,e7xUNW5THOyDrni0W662Zw,azksjpT1jYuk6mTdM2YsgA,135,"We tried the new colorful ratatouille and it was wonderful! It visited of mushrooms, eggplant, garlic, olives and zucchini. 
The tiramisu was excellent as all ways.
My add the service was helpful and friendly.
Definitely would suggest the ratatouille and Macaroni Grille.",3.88,4973,121,19,44,1,0
VwbPs28yWSfwL6TLRikbBw,bIw6zquJOoUyUaidD85q4Q,TMuqeJ5fHFn9gNkplDnMqw,89,"Ice cream is my weakness, and there's is one of my faves! Love all the flavor combos they have and come up with. I've never tried a flavor I haven't liked.",4.82,1312,8,0,2,0,1
yHJ4N1GdR6r0rje_lw1dVA,LtuOqsUy9wXRUhRhDTzw6A,z6qtUn2bSaTpFJ5lqy_1rw,17,"This bar was appropriate to visit so close to Halloween, because our experience here was horrifying. I don't want to waste anymore of my time on this place than I already spent there. I feel sorry for the bands that have to play to meager crowds of disgruntled patrons. Even Jon Taffer from Bar Rescue couldn't save this disaster.",3.84,4479,20,14,8,2,0
lgLdhTzYk0qC09DxsySpFg,-sdBL7OIvk6UfrC3L7_eRw,4RquQY6VxOOw8s4r9-4DZA,11,"The best hair cut in town i will recommend this business to all my friends, joe and his staff are friendly, courteous, the atmosphere is quiet, cerene,",3.58,4789,23,3,1,5,1
NId6xbSSt9vuRtgmPIeTVw,8b1jYumPJPL08vWXhlC71w,0yGH62WGQy_W3JoR6L5Kew,18,"We have tried so many ice cream spots since moving to New Orleans. This place is phenomenal. The ice cream was fresh, the flavors were unique and oh so tasty...my taste buds are singing me praises! The superb customer service was an added bonus. Our kids had a blast!",2.44,3404,8,1,0,1,0
1XO_il14cNF2TdnVSrCbCw,xfHsm3sYODXAIxOlrPWEYg,UkH7TqgETnveiizXkv9mmw,19,Uses that America hating soccer whatever. Never gets my business. I will never buy there. The other women on the team are more a better example.,2.75,5422,8,3,1,0,0
ZZl7Su3F_UuG12Dwe_-b2Q,B3atrfq13W7lk7Rfewi3HA,N4IFNpTn7kKfK9akJkerwQ,4,"The best welcome. Excellent food the fish and pasta dishes are superb from a great chef.Great ambiance, be ready for a delightful dinner experience.",2.83,2590,8,2,2,0,0
yBd41f3wbLmGATN7-8tifQ,J7j72RA87sPNoK5EoshtjA,6FNfW_9YaP5Fm7tE1caLyA,71,"Super clean, McKayla and Aliya, were incredibly nice. I would definitely come here again",4.6,4401,39,0,12,0,0
4aOsEkMC7URnMu9O4be5gw,KXDiP5LvmOIAH2M7rQyquw,MMe-OJeHIgRTulqKPJ-QVg,400,"If your looking for a simple lunch this is the spot 
They offer combos for 6.00 the staff are always nice they offer free wifi as well they resently started serving tea and lemonade together a different drink and if you purchase a 25.00 card you receive a 6 inch for free",3.73,4569,138,45,50,12,0
TSq8Y6IQMrgvEd7K_I-znA,labQug-t0Nsa9_buxtx-6g,7Xs44M4gmghxrJgU_xzppg,11,The barista won't let me order a soy latte with cinnamon powder... She insists it is for the cinnamon dulce latte only.,3.64,3477,11,2,0,0,1
Lz77aAmtvpkM3Mi97CLc8w,LVzZkQS2lUckxNSEWgnFgg,88muUf6A7LmQZK5AXwgtow,3,"I know they are closed right now, (seasonal) but the worst service since the new owners took over.  Workers licking their fingers while preparing orders and when complained to the owner, he said it is hard to find good help.  They have forever lost my business.",2.67,2724,0,0,0,0,0
dS5O0ujMAQc_koQwMapaNw,F1x4BCHGFHEMOQ9-gQkceA,swYqObxR8r5B6SF8ffVjZg,4,"Good car wash, but many at this price point have free vacuums, but this one does not.",4.5,5779,0,0,1,0,1
dD0h23fBpeTOPk-l1JY9rA,r0qzHo3q8BytRj0qtyFfyA,CTz4hcPAmG9ck_hUXRCFpQ,5,"Without a doubt the best mechanic in town! Eric and his team are honest, efficient and extremely fair with prices. My family will only take our cars to Gulfport Garage and refer him to everyone we know. They get the job done right to ensure you're safely on your way.",5.0,3156,1,0,0,0,0
pDpOx2Ln1TOIDYSTFPFQpg,QZpNwlBSupHYpkqPoJs_qw,QIn525x0IBAGBfDaHdKmQQ,1,Cannot support an establishment who does not pay their workers when they are in training for several days.,1.0,2251,0,0,0,0,1
